"Motor Vehicles Currently Licensed by Type (Monthly)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Cars","","","Rental Cars","","","Goods Service Vehicles Discontinued January 1991","","","Private Taxis","","","Public Taxis (Discontinued)","","","Omnibuses (after December 1989)","","","Service Coaches","","","Trailers (including Caravans)","","","Motor Cycles","","","Mopeds","","","Miscellaneous (Including Tractors)","","","Trade Plates - D (Discontinued)","","","Trade Plates - C (after December 1997)","","","Exempt Vehicles","","","Taxis","","","Omnibuses and Service Coaches","","","Light Trucks, Vans and Utilities (Discontinued after October 1995)","","","Heavy Trucks (Refer to V= Trucks)","","","Goods Service Cars Discontinued October 1993","","","Caravans (Starts 10.1993, Discontinued 10.1995)","","","Tractors (Starts October 1993)","","","Trucks (Starts November 1995)","","","Total Trade Plates Issued (Start Jan 1998.)","","","Total All Vehicles","",""
" ","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods"
"2010M04",1356305,973070,2329375,12862,14446,27308,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",445422,21270,466692,38713,24252,62965,15293,5694,20987,49069,8970,58039,"..","..","..","..","..","..",11744,817,12561,3226,4459,7685,15348,4153,19501,"..","..","..","..","..","..","..","..","..","..","..","..",28242,1162,29404,323895,105469,429364,"..","..",5934,2271877,1162600,3434477
"2010M05",1347175,974444,2321619,12162,12292,24454,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",444847,18799,463646,37974,21045,59019,14937,5532,20469,48759,7975,56734,"..","..","..","..","..","..",11769,744,12513,3176,4468,7644,15278,4132,19410,"..","..","..","..","..","..","..","..","..","..","..","..",28247,932,29179,322855,104830,427685,"..","..",6044,2258932,1154261,3413193
"2010M06",1343445,970653,2314098,12472,11364,23836,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",445494,14418,459912,38095,18378,56473,14778,5297,20075,48675,7055,55730,"..","..","..","..","..","..",11795,524,12319,3150,4425,7575,15295,4093,19388,"..","..","..","..","..","..","..","..","..","..","..","..",28284,746,29030,322580,103911,426491,"..","..",6106,2255779,1140118,3395897
"2010M07",1345289,975121,2320410,12607,11221,23828,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",445928,12612,458540,37623,17399,55022,14505,5285,19790,48655,7125,55780,"..","..","..","..","..","..",11803,433,12236,3143,4438,7581,15384,4096,19480,"..","..","..","..","..","..","..","..","..","..","..","..",28282,677,28959,321827,104955,426782,"..","..",6136,2256764,1142685,3399449
"2010M08",1347420,977475,2324895,12108,11608,23716,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",445831,12124,457955,37056,17314,54370,14145,5332,19477,48767,7099,55866,"..","..","..","..","..","..",11753,406,12159,3158,4458,7616,15354,4141,19495,"..","..","..","..","..","..","..","..","..","..","..","..",28245,641,28886,321085,106084,427169,"..","..",6174,2256677,1146041,3402718
"2010M09",1350707,978500,2329207,12234,12596,24830,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",446288,12331,458619,36409,18852,55261,13816,5504,19320,49097,7679,56776,"..","..","..","..","..","..",11837,397,12234,3162,4446,7608,15346,4154,19500,"..","..","..","..","..","..","..","..","..","..","..","..",28233,685,28918,319473,107277,426750,"..","..",6227,2258369,1151736,3410105
"2010M10",1347894,979881,2327775,13931,13482,27413,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",446366,13934,460300,35359,22391,57750,13459,5889,19348,49388,8609,57997,"..","..","..","..","..","..",11750,431,12181,3175,4396,7571,15320,4239,19559,"..","..","..","..","..","..","..","..","..","..","..","..",28203,835,29038,317661,108668,426329,"..","..",6266,2254303,1161920,3416223
"2010M11",1346521,992640,2339161,13536,17211,30747,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",447921,16756,464677,34076,26965,61041,13043,6494,19537,49645,9748,59393,"..","..","..","..","..","..",11778,512,12290,3140,4446,7586,15348,4310,19658,"..","..","..","..","..","..","..","..","..","..","..","..",28313,1066,29379,316383,111491,427874,"..","..",6282,2251391,1190573,3441964
"2010M12",1346164,1017239,2363403,13841,19850,33691,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",448593,22362,470955,32790,30641,63431,12508,6951,19459,49922,11130,61052,"..","..","..","..","..","..",11794,721,12515,3103,4446,7549,15376,4449,19825,"..","..","..","..","..","..","..","..","..","..","..","..",28371,1219,29590,315456,115318,430774,"..","..",6389,2249547,1233107,3482654
"2011M01",1336898,1005776,2342674,15210,19745,34955,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",448164,24119,472283,31243,31966,63209,12047,7169,19216,49770,11510,61280,"..","..","..","..","..","..",11796,823,12619,3074,4397,7471,15318,4435,19753,"..","..","..","..","..","..","..","..","..","..","..","..",28287,1286,29573,313145,114463,427608,"..","..",5623,2236665,1224403,3461068
"2011M02",1330844,1005590,2336434,15166,19746,34912,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",448045,24691,472736,29880,32993,62873,11642,7529,19171,49614,11651,61265,"..","..","..","..","..","..",11861,862,12723,3061,4442,7503,15267,4502,19769,"..","..","..","..","..","..","..","..","..","..","..","..",28300,1352,29652,311509,115932,427441,"..","..",5732,2226889,1227938,3454827
"2011M03",1323994,1017364,2341358,15096,18336,33432,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",448439,23763,472202,28004,32334,60338,11283,7864,19147,49482,11500,60982,"..","..","..","..","..","..",11916,843,12759,3068,4452,7520,15270,4583,19853,"..","..","..","..","..","..","..","..","..","..","..","..",28416,1388,29804,309430,117599,427029,"..","..",5810,2215982,1238638,3454620
"2011M04",1317658,1010430,2328088,14036,15672,29708,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",448284,21850,470134,26213,29085,55298,10925,7586,18511,48974,9957,58931,"..","..","..","..","..","..",11966,780,12746,3059,4376,7435,15281,4439,19720,"..","..","..","..","..","..","..","..","..","..","..","..",28383,1211,29594,307575,117025,424600,"..","..",5888,2203971,1221200,3425171
"2011M05",1312763,1012162,2324925,12152,13256,25408,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",449701,18889,468590,24317,25984,50301,10519,7416,17935,48667,8907,57574,"..","..","..","..","..","..",12065,698,12763,3027,4364,7391,15247,4337,19584,"..","..","..","..","..","..","..","..","..","..","..","..",28384,976,29360,306204,117840,424044,"..","..",5978,2194662,1213853,3408515
"2011M06",1307042,1013277,2320319,11530,13015,24545,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",450699,14405,465104,22669,23534,46203,10100,7767,17867,48547,8197,56744,"..","..","..","..","..","..",12131,575,12706,2945,4417,7362,15293,4360,19653,"..","..","..","..","..","..","..","..","..","..","..","..",28457,766,29223,304372,118080,422452,"..","..",6023,2185328,1207627,3392955
"2011M07",1303987,1008204,2312191,11592,12999,24591,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",449402,12478,461880,22475,22278,44753,9977,7473,17450,48341,8040,56381,"..","..","..","..","..","..",12156,507,12663,2927,4419,7346,15308,4322,19630,"..","..","..","..","..","..","..","..","..","..","..","..",28313,678,28991,304164,117652,421816,"..","..",6065,2180329,1198372,3378701
"2011M08",1307254,1016446,2323700,11803,13719,25522,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",450378,12312,462690,22744,23014,45758,9960,7413,17373,48514,8690,57204,"..","..","..","..","..","..",12237,496,12733,2945,4415,7360,15364,4354,19718,"..","..","..","..","..","..","..","..","..","..","..","..",28308,661,28969,305071,118932,424003,"..","..",6111,2186270,1209791,3396061
"2011M09",1307269,1017581,2324850,12363,15392,27755,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",451616,12830,464446,23312,26089,49401,9984,7482,17466,48988,9566,58554,"..","..","..","..","..","..",12268,471,12739,2941,4464,7405,15400,4435,19835,"..","..","..","..","..","..","..","..","..","..","..","..",28442,735,29177,305357,118959,424316,"..","..",6155,2189498,1217269,3406767
"2011M10",1308417,1018874,2327291,12572,16259,28831,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",451463,14523,465986,23574,30224,53798,9977,7666,17643,49076,10691,59767,"..","..","..","..","..","..",12265,484,12749,2948,4452,7400,15380,4512,19892,"..","..","..","..","..","..","..","..","..","..","..","..",28443,920,29363,305822,120008,425830,"..","..",6129,2191494,1227693,3419187
"2011M11",1312062,1029533,2341595,12083,18382,30465,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",452414,17217,469631,23890,34317,58207,10063,7897,17960,49236,11815,61051,"..","..","..","..","..","..",12209,510,12719,2943,4432,7375,15370,4601,19971,"..","..","..","..","..","..","..","..","..","..","..","..",28586,1150,29736,306753,121802,428555,"..","..",6072,2197023,1250506,3447529
"2011M12",1316055,1045891,2361946,12846,20547,33393,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",453740,22487,476227,24071,37182,61253,10041,7669,17710,49410,13182,62592,"..","..","..","..","..","..",12233,696,12929,2934,4436,7370,15379,4646,20025,"..","..","..","..","..","..","..","..","..","..","..","..",28615,1301,29916,307536,123893,431429,"..","..",6246,2204245,1280629,3484874
"2012M01",1314241,1034761,2349002,14476,20365,34841,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",455500,24340,479840,23926,38394,62320,10029,7974,18003,49589,13587,63176,"..","..","..","..","..","..",12212,791,13003,2914,4372,7286,15438,4566,20004,"..","..","..","..","..","..","..","..","..","..","..","..",28781,1374,30155,306845,122778,429623,"..","..",5539,2205170,1271928,3477098
"2012M02",1316143,1035976,2352119,14299,19872,34171,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",457905,24808,482713,23833,38468,62301,9972,8121,18093,49759,13400,63159,"..","..","..","..","..","..",12235,830,13065,2894,4391,7285,15458,4536,19994,"..","..","..","..","..","..","..","..","..","..","..","..",28937,1361,30298,307508,123023,430531,"..","..",5633,2210006,1273425,3483431
"2012M03",1313776,1035695,2349471,14006,19093,33099,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",458640,23158,481798,23216,36317,59533,9796,7962,17758,49690,12982,62672,"..","..","..","..","..","..",12255,812,13067,2870,4386,7256,15476,4510,19986,"..","..","..","..","..","..","..","..","..","..","..","..",28956,1332,30288,306428,122262,428690,"..","..",5738,2206153,1267177,3473330
"2012M04",1312849,1025729,2338578,13079,17176,30255,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",458987,20998,479985,22541,32436,54977,9638,7686,17324,49412,11257,60669,"..","..","..","..","..","..",12266,746,13012,2816,4392,7208,15528,4371,19899,"..","..","..","..","..","..","..","..","..","..","..","..",28956,1147,30103,306445,121216,427661,"..","..",5783,2203561,1246007,3449568
"2012M05",1314893,1037447,2352340,11245,13774,25019,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",461276,18198,479474,21864,28146,50010,9515,7454,16969,49194,9881,59075,"..","..","..","..","..","..",12327,695,13022,2816,4346,7162,15568,4288,19856,"..","..","..","..","..","..","..","..","..","..","..","..",29086,955,30041,307563,122147,429710,"..","..",5837,2206261,1246376,3452637
"2012M06",1312180,1021756,2333936,11293,12866,24159,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",461046,14081,475127,21177,24272,45449,9248,6929,16177,49223,8603,57826,"..","..","..","..","..","..",12303,525,12828,2844,4313,7157,15594,4200,19794,"..","..","..","..","..","..","..","..","..","..","..","..",29070,738,29808,307405,119198,426603,"..","..",5883,2202313,1216743,3419056
"2012M07",1315023,1020253,2335276,11328,12709,24037,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",461967,12170,474137,21093,22952,44045,9190,6776,15966,49216,8455,57671,"..","..","..","..","..","..",12347,428,12775,2820,4292,7112,15789,4230,20019,"..","..","..","..","..","..","..","..","..","..","..","..",29193,655,29848,308565,119124,427689,"..","..",5926,2207338,1211389,3418727
"2012M08",1320133,1027662,2347795,10946,12657,23603,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",463092,11755,474847,21539,24044,45583,9293,6744,16037,49413,8793,58206,"..","..","..","..","..","..",12351,415,12766,2828,4352,7180,15807,4279,20086,"..","..","..","..","..","..","..","..","..","..","..","..",29250,652,29902,310267,120161,430428,"..","..",5962,2215669,1220862,3436531
"2012M09",1319156,1016295,2335451,11384,13372,24756,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",462851,12057,474908,22200,26692,48892,9274,6787,16061,49682,9472,59154,"..","..","..","..","..","..",12352,402,12754,2832,4324,7156,15798,4265,20063,"..","..","..","..","..","..","..","..","..","..","..","..",29234,636,29870,309876,118477,428353,"..","..",5997,2215405,1212143,3427548
"2012M10",1324564,1026872,2351436,12646,14588,27234,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",464479,13835,478314,22899,31218,54117,9291,7238,16529,50185,10917,61102,"..","..","..","..","..","..",12394,420,12814,2840,4338,7178,15881,4334,20215,"..","..","..","..","..","..","..","..","..","..","..","..",29306,876,30182,311733,121008,432741,"..","..",6028,2226912,1234768,3461680
"2012M11",1328805,1045606,2374411,11915,17837,29752,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",466745,16672,483417,23327,36368,59695,9416,7812,17228,50360,12255,62615,"..","..","..","..","..","..",12494,460,12954,2841,4400,7241,15920,4426,20346,"..","..","..","..","..","..","..","..","..","..","..","..",29261,1103,30364,313304,123678,436982,"..","..",5984,2235127,1269514,3504641
"2012M12",1330893,1053964,2384857,11843,21393,33236,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",467001,21956,488957,23484,38855,62339,9291,7879,17170,50467,13527,63994,"..","..","..","..","..","..",12552,620,13172,2851,4388,7239,15910,4478,20388,"..","..","..","..","..","..","..","..","..","..","..","..",29165,1256,30421,314032,124777,438809,"..","..",4860,2238324,1291837,3530161
"2013M01",1330043,1061403,2391446,12899,21330,34229,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",470195,24302,494497,23668,40715,64383,9368,8315,17683,50636,14012,64648,"..","..","..","..","..","..",12585,752,13337,2885,4384,7269,16047,4545,20592,"..","..","..","..","..","..","..","..","..","..","..","..",29210,1370,30580,314783,125904,440687,"..","..",5490,2243109,1305662,3548771
"2013M02",1328779,1059933,2388712,12705,21155,33860,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",471378,24673,496051,23616,40793,64409,9383,8461,17844,50433,13985,64418,"..","..","..","..","..","..",12630,774,13404,2905,4373,7278,16062,4562,20624,"..","..","..","..","..","..","..","..","..","..","..","..",29069,1382,30451,315563,126008,441571,"..","..",5572,2243454,1304717,3548171
"2013M03",1322546,1045104,2367650,12546,20444,32990,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",470823,23444,494267,23126,38212,61338,9243,8292,17535,50141,13261,63402,"..","..","..","..","..","..",12628,784,13412,2913,4348,7261,16059,4498,20557,"..","..","..","..","..","..","..","..","..","..","..","..",28931,1420,30351,314130,123427,437557,"..","..",5673,2234155,1281814,3515969
"2013M04",1323487,1039862,2363349,12338,17889,30227,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",471462,21374,492836,22407,33078,55485,9138,7950,17088,49854,11956,61810,"..","..","..","..","..","..",12672,717,13389,2936,4348,7284,16110,4417,20527,"..","..","..","..","..","..","..","..","..","..","..","..",28987,1230,30217,315476,122729,438205,"..","..",5752,2235880,1264320,3500200
"2013M05",1324428,1054622,2379050,12898,12408,25306,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",472263,18861,491124,21579,28543,50122,9048,7599,16647,49652,10157,59809,"..","..","..","..","..","..",12647,639,13286,2950,4359,7309,16132,4382,20514,"..","..","..","..","..","..","..","..","..","..","..","..",29072,1082,30154,316167,124573,440740,"..","..",5825,2237764,1266143,3503907
"2013M06",1320765,1034400,2355165,13258,11516,24774,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",471510,14322,485832,20867,24030,44897,8906,7097,16003,49329,9150,58479,"..","..","..","..","..","..",12633,496,13129,2959,4302,7261,16140,4317,20457,"..","..","..","..","..","..","..","..","..","..","..","..",28987,876,29863,315573,121561,437134,"..","..",5886,2231940,1231191,3463131
"2013M07",1325635,1044312,2369947,13250,11886,25136,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",473677,12635,486312,20989,23203,44192,8940,6949,15889,49475,8820,58295,"..","..","..","..","..","..",12693,426,13119,2966,4338,7304,16146,4373,20519,"..","..","..","..","..","..","..","..","..","..","..","..",29125,759,29884,317650,123288,440938,"..","..",5977,2241421,1240230,3481651
"2013M08",1330379,1053990,2384369,13226,12125,25351,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",474887,12390,487277,21632,24681,46313,9032,7037,16069,49738,8840,58578,"..","..","..","..","..","..",12704,417,13121,2972,4344,7316,16268,4409,20677,"..","..","..","..","..","..","..","..","..","..","..","..",29179,709,29888,319411,124778,444189,"..","..",6090,2250249,1253011,3503260
"2013M09",1329630,1040008,2369638,14036,12430,26466,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",475096,12527,487623,22223,26766,48989,9021,7037,16058,50079,9592,59671,"..","..","..","..","..","..",12699,418,13117,3017,4291,7308,16339,4355,20694,"..","..","..","..","..","..","..","..","..","..","..","..",29290,748,30038,320056,122935,442991,"..","..",6156,2252196,1240359,3492555
"2013M10",1335248,1054492,2389740,14875,13920,28795,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",477332,14146,491478,23155,31768,54923,9123,7430,16553,50806,11139,61945,"..","..","..","..","..","..",12712,455,13167,3014,4344,7358,16371,4469,20840,"..","..","..","..","..","..","..","..","..","..","..","..",29486,939,30425,322167,125841,448008,"..","..",6186,2264803,1268004,3532807
"2013M11",1339150,1069330,2408480,15313,16655,31968,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",478743,16752,495495,23819,36880,60699,9212,7903,17115,51090,12467,63557,"..","..","..","..","..","..",12715,509,13224,3018,4368,7386,16449,4530,20979,"..","..","..","..","..","..","..","..","..","..","..","..",29390,1136,30526,324199,128093,452292,"..","..",6227,2273708,1297487,3571195
"2013M12",1344856,1095300,2440156,15851,19102,34953,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",482283,22229,504512,24303,40543,64846,9226,8243,17469,51500,13992,65492,"..","..","..","..","..","..",12803,667,13470,3023,4381,7404,16469,4613,21082,"..","..","..","..","..","..","..","..","..","..","..","..",29390,1296,30686,327078,130825,457903,"..","..",6405,2287392,1339895,3627287
"2014M01",1343408,1087465,2430873,16759,19209,35968,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",482643,23722,506365,24347,41511,65858,9194,8470,17664,51667,14222,65889,"..","..","..","..","..","..",12828,751,13579,3009,4383,7392,16526,4627,21153,"..","..","..","..","..","..","..","..","..","..","..","..",29448,1369,30817,328356,129860,458216,"..","..",5841,2288737,1334220,3622957
"2014M02",1342783,1086356,2429139,16463,18980,35443,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",483788,23974,507762,24302,41485,65787,9165,8639,17804,51771,14234,66005,"..","..","..","..","..","..",12879,776,13655,3001,4350,7351,16529,4693,21222,"..","..","..","..","..","..","..","..","..","..","..","..",29507,1424,30931,329981,129218,459199,"..","..",5968,2290662,1332705,3623367
"2014M03",1339013,1077715,2416728,16184,18266,34450,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",483464,22462,505926,23932,38841,62773,9062,8520,17582,51553,13525,65078,"..","..","..","..","..","..",12963,716,13679,2999,4337,7336,16555,4649,21204,"..","..","..","..","..","..","..","..","..","..","..","..",29477,1363,30840,330507,127310,457817,"..","..",6112,2286232,1316341,3602573
"2014M04",1341319,1075064,2416383,15559,16578,32137,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",485468,20419,505887,23200,34009,57209,8968,8241,17209,51566,12604,64170,"..","..","..","..","..","..",13076,634,13710,2987,4373,7360,16595,4638,21233,"..","..","..","..","..","..","..","..","..","..","..","..",29601,1185,30786,332961,126294,459255,"..","..",6204,2291699,1302854,3594553
"2014M05",1343769,1088840,2432609,13766,13733,27499,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",487200,17762,504962,22368,29955,52323,8906,8051,16957,51183,10575,61758,"..","..","..","..","..","..",13070,569,13639,2988,4420,7408,16694,4639,21333,"..","..","..","..","..","..","..","..","..","..","..","..",29587,1008,30595,335406,126931,462337,"..","..",6293,2295350,1305475,3600825
"2014M06",1344194,1074753,2418947,13662,12659,26321,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",488467,13834,502301,21710,26188,47898,8798,7615,16413,51182,9541,60723,"..","..","..","..","..","..",13059,449,13508,3021,4374,7395,16768,4517,21285,"..","..","..","..","..","..","..","..","..","..","..","..",29723,770,30493,337204,124177,461381,"..","..",6402,2298065,1278107,3576172
"2014M07",1349993,1082486,2432479,13994,12286,26280,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",489224,12141,501365,21692,24624,46316,8764,7412,16176,51402,8964,60366,"..","..","..","..","..","..",13125,392,13517,3052,4406,7458,16880,4589,21469,"..","..","..","..","..","..","..","..","..","..","..","..",29768,686,30454,340352,124386,464738,"..","..",6487,2308478,1281686,3590164
"2014M08",1360904,1111410,2472314,14081,12507,26588,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",492907,11982,504889,22692,26990,49682,8900,7540,16440,52036,9259,61295,"..","..","..","..","..","..",13191,403,13594,3083,4452,7535,16980,4682,21662,"..","..","..","..","..","..","..","..","..","..","..","..",29968,703,30671,344837,128033,472870,"..","..",6589,2329611,1317258,3646869
"2014M09",1357319,1083559,2440878,14878,12677,27555,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",492014,12065,504079,23226,28375,51601,8852,7430,16282,52308,9688,61996,"..","..","..","..","..","..",13270,407,13677,3071,4440,7511,17005,4558,21563,"..","..","..","..","..","..","..","..","..","..","..","..",30031,764,30795,345502,123972,469474,"..","..",6625,2327445,1287171,3614616
"2014M10",1357473,1092443,2449916,15313,14999,30312,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",493159,13717,506876,24082,33433,57515,8885,7827,16712,52680,11191,63871,"..","..","..","..","..","..",13324,452,13776,3077,4510,7587,17076,4671,21747,"..","..","..","..","..","..","..","..","..","..","..","..",30100,915,31015,346957,125725,472682,"..","..",6697,2332026,1308968,3640994
"2014M11",1358608,1111171,2469779,15299,18921,34220,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",494434,16191,510625,24601,37832,62433,8936,8153,17089,52963,12551,65514,"..","..","..","..","..","..",13339,496,13835,3068,4593,7661,17088,4804,21892,"..","..","..","..","..","..","..","..","..","..","..","..",30192,1068,31260,349132,129079,478211,"..","..",6704,2337468,1343791,3681259
"2014M12",1350428,1167719,2518147,16108,21511,37619,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",498866,23093,521959,25005,42635,67640,8935,8646,17581,53256,14621,67877,"..","..","..","..","..","..",13458,721,14179,3034,4677,7711,16958,5146,22104,"..","..","..","..","..","..","..","..","..","..","..","..",30331,1324,31655,348446,137669,486115,"..","..",6906,2334494,1426438,3760932
"2015M01",1295496,1191558,2487054,17499,21723,39222,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",495557,26260,521817,24619,43471,68090,8757,8959,17716,52209,15623,67832,"..","..","..","..","..","..",13271,958,14229,2928,4716,7644,16576,5462,22038,"..","..","..","..","..","..","..","..","..","..","..","..",29957,1564,31521,337954,143935,481889,"..","..",6171,2264866,1462665,3727531
"2015M02",1222586,1277557,2500143,17180,21700,38880,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",495510,29416,524926,24063,44753,68816,8476,9444,17920,51246,16856,68102,"..","..","..","..","..","..",13248,1086,14334,2762,4968,7730,15894,6266,22160,"..","..","..","..","..","..","..","..","..","..","..","..",29867,1832,31699,322546,162879,485425,"..","..",6363,2173511,1574925,3748436
"2015M03",1133265,1361426,2494691,16726,21001,37727,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",494635,30438,525073,23034,42492,65526,8092,9632,17724,49748,17770,67518,"..","..","..","..","..","..",13232,1174,14406,2593,5211,7804,15262,6950,22212,"..","..","..","..","..","..","..","..","..","..","..","..",29651,2127,31778,304474,180323,484797,"..","..",6434,2061061,1676417,3737478
"2015M04",1049298,1439153,2488451,12897,19159,32056,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",493878,29984,523862,21650,38202,59852,7719,9387,17106,48027,17377,65404,"..","..","..","..","..","..",13164,1209,14373,2386,5297,7683,14597,7518,22115,"..","..","..","..","..","..","..","..","..","..","..","..",29409,2157,31566,288798,196239,485037,"..","..",6542,1952414,1763525,3715939
"2015M05",959092,1532399,2491491,11264,17163,28427,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",492641,29035,521676,19994,34481,54475,7445,9343,16788,46229,16999,63228,"..","..","..","..","..","..",13145,1314,14459,2203,5552,7755,13883,8137,22020,"..","..","..","..","..","..","..","..","..","..","..","..",29143,2239,31382,270753,215153,485906,"..","..",6632,1836649,1869576,3706225
"2015M06",995398,1478674,2474072,11254,16054,27308,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",494294,24379,518673,19369,30212,49581,7292,8923,16215,46272,15390,61662,"..","..","..","..","..","..",13295,1117,14412,2340,5476,7816,14129,7832,21961,"..","..","..","..","..","..","..","..","..","..","..","..",29135,1986,31121,273864,207929,481793,"..","..",6717,1877507,1795986,3673493
"2015M07",1243291,1176970,2420261,13349,13490,26839,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",500729,18725,519454,20004,27318,47322,7542,8058,15600,49137,11268,60405,"..","..","..","..","..","..",13599,852,14451,2882,4942,7824,15405,6359,21764,"..","..","..","..","..","..","..","..","..","..","..","..",29866,1372,31238,316662,155875,472537,"..","..",6808,2182600,1423857,3606457
"2015M08",1360580,1122782,2483362,14444,13197,27641,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",504689,15328,520017,21098,28308,49406,7757,7850,15607,50868,10304,61172,"..","..","..","..","..","..",13873,663,14536,3151,4828,7979,16321,5704,22025,"..","..","..","..","..","..","..","..","..","..","..","..",30215,1030,31245,341417,142625,484042,"..","..",6868,2334198,1351589,3685787
"2015M09",1418458,1115940,2534398,14915,14719,29634,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",507996,13980,521976,22395,31687,54082,7895,7979,15874,52080,11084,63164,"..","..","..","..","..","..",14124,530,14654,3344,4841,8185,16906,5415,22321,"..","..","..","..","..","..","..","..","..","..","..","..",30462,914,31376,355989,137507,493496,"..","..",6926,2414102,1343682,3757784
"2015M10",1451773,1076843,2528616,16648,16879,33527,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",510838,15297,526135,23751,37356,61107,8040,8340,16380,53146,12440,65586,"..","..","..","..","..","..",14258,526,14784,3475,4789,8264,17234,5303,22537,"..","..","..","..","..","..","..","..","..","..","..","..",30679,1055,31734,364126,134030,498156,"..","..",6971,2463289,1311803,3775092
